task_id,model,condition,strategy,sample_id,passed,max_char_similarity,max_token_jaccard,distance_to_gold,distance_to_distractor,snippet_functions_called,n_distractor_specific_markers,distractor_specific_literals,distractor_specific_functions
fluxon_l3_041,LongCat-2.0,distractor,standard,0,False,0.393,0.370,0.731,0.607,2,6,"[""'ABCDEFG'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_041,LongCat-2.0,distractor,standard,1,False,0.227,0.323,0.894,0.773,1,5,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'ver'"", '2']",['token_value_digit_only']
fluxon_l3_041,LongCat-2.0,distractor,standard,2,False,0.350,0.306,0.767,0.650,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_042,LongCat-2.0,distractor,standard,1,False,0.326,0.321,0.783,0.674,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_042,LongCat-2.0,distractor,standard,2,False,0.124,0.263,0.892,0.876,1,6,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'ver'"", '2', '3']",['token_value_digit_only']
fluxon_l3_042,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.064,0.156,0.921,0.936,0,4,"[""'ABCDEFG'"", ""'ver'"", '2', '3']",[]
fluxon_l3_043,LongCat-2.0,distractor,standard,0,False,0.356,0.330,0.765,0.644,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_043,LongCat-2.0,distractor,standard,1,False,0.403,0.391,0.739,0.597,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_043,LongCat-2.0,distractor,standard,2,False,0.335,0.333,0.760,0.665,2,6,"[""'ABCDEFG'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_044,LongCat-2.0,distractor,standard,0,False,0.326,0.262,0.781,0.674,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_044,LongCat-2.0,distractor,standard,1,False,0.367,0.337,0.759,0.633,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_044,LongCat-2.0,distractor,standard,2,False,0.398,0.366,0.741,0.602,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_045,LongCat-2.0,distractor,standard,1,False,0.404,0.366,0.738,0.596,2,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']","['token_value_digit_only', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_045,LongCat-2.0,distractor,standard,2,False,0.368,0.324,0.759,0.632,1,7,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '2', '3']",['token_value_digit_only']
fluxon_l3_045,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.118,0.250,0.920,0.882,0,3,"[""'ABCDEFG'"", ""'ver'"", '2']",[]
fluxon_l3_045,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.183,0.261,0.797,0.817,1,6,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'ver'"", '2', '3']",['token_value_digit_only']
fluxon_l3_046,LongCat-2.0,distractor,standard,0,False,0.224,0.266,0.891,0.776,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_046,LongCat-2.0,distractor,standard,1,False,0.192,0.301,0.905,0.808,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_046,LongCat-2.0,distractor,standard,2,False,0.175,0.258,0.916,0.825,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_046,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.093,0.160,0.947,0.907,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_046,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.128,0.182,0.926,0.872,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_047,LongCat-2.0,distractor,standard,0,False,0.331,0.329,0.849,0.669,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_047,LongCat-2.0,distractor,standard,1,False,0.049,0.157,0.954,0.951,2,2,[],"['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_047,LongCat-2.0,distractor,standard,2,False,0.022,0.146,0.960,0.978,2,2,[],"['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_047,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.022,0.183,0.963,0.978,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_047,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.030,0.169,0.945,0.970,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_048,LongCat-2.0,distractor,standard,0,False,0.235,0.291,0.886,0.765,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_048,LongCat-2.0,distractor,standard,1,False,0.321,0.368,0.852,0.679,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_048,LongCat-2.0,distractor,standard,2,False,0.281,0.385,0.868,0.719,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_048,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.203,0.333,0.892,0.797,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_048,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.040,0.132,0.926,0.960,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_049,LongCat-2.0,distractor,standard,0,False,0.288,0.338,0.866,0.712,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_049,LongCat-2.0,distractor,standard,1,False,0.280,0.379,0.882,0.720,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_049,LongCat-2.0,distractor,standard,2,False,0.270,0.325,0.872,0.730,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_049,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.069,0.266,0.883,0.931,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_049,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.057,0.312,0.905,0.943,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_050,LongCat-2.0,distractor,standard,0,False,0.214,0.379,0.908,0.786,2,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_050,LongCat-2.0,distractor,standard,1,False,0.048,0.279,0.917,0.952,2,8,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped']"
fluxon_l3_050,LongCat-2.0,distractor,standard,2,False,0.242,0.421,0.889,0.758,1,8,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",['decode_fluxon_frame_strip_brackets']
fluxon_l3_050,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.197,0.323,0.895,0.803,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
fluxon_l3_050,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.028,0.187,0.948,0.972,0,6,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0']",[]
nimbla_l1_001,LongCat-2.0,distractor,standard,1,False,0.656,0.606,0.515,0.344,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_001,LongCat-2.0,distractor,standard,2,False,0.773,0.720,0.375,0.227,1,1,[],['parse_nimbla_series_descending']
nimbla_l1_001,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.734,0.729,0.464,0.266,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_004,LongCat-2.0,distractor,standard,2,False,0.734,0.705,0.682,0.266,1,5,"[""'A'"", ""'Convert a Nimbla token using Fluxon-style value (letter * 10 + digit).'"", ""'Invalid Nimbla token: '"", '10']",['nimbla_value_fluxon_style']
nimbla_l1_004,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.480,0.475,0.756,0.520,0,3,"[""'A'"", ""'Invalid Nimbla token: '"", '10']",[]
nimbla_l1_005,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.591,0.660,0.721,0.409,1,6,"[""'A'"", ""'Convert a Nimbla token using Fluxon-style value (letter * 10 + digit).'"", ""'Invalid Nimbla token: '"", '0', '10']",['nimbla_value_fluxon_style']
nimbla_l1_008,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.721,0.642,0.472,0.279,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_008,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.756,0.705,0.449,0.244,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_009,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.720,0.683,0.473,0.280,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_010,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.771,0.623,0.440,0.229,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_011,LongCat-2.0,distractor,standard,2,False,0.785,0.676,0.485,0.215,0,1,['10'],[]
nimbla_l1_011,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.571,0.406,0.626,0.429,0,1,['10'],[]
nimbla_l1_012,LongCat-2.0,distractor,standard,0,False,0.784,0.647,0.479,0.216,0,1,['10'],[]
nimbla_l1_012,LongCat-2.0,distractor,standard,2,False,0.784,0.647,0.479,0.216,0,1,['10'],[]
nimbla_l1_012,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.557,0.375,0.643,0.443,0,1,['10'],[]
nimbla_l1_013,LongCat-2.0,distractor,standard,0,False,0.627,0.559,0.581,0.373,0,1,['10'],[]
nimbla_l1_013,LongCat-2.0,distractor,standard,2,False,0.627,0.559,0.581,0.373,0,1,['10'],[]
nimbla_l1_013,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.674,0.537,0.583,0.326,0,1,['10'],[]
nimbla_l1_014,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.601,0.615,0.595,0.399,1,2,['10'],['nimbla_value_fluxon_style']
nimbla_l1_015,LongCat-2.0,distractor,standard,0,False,0.780,0.683,0.907,0.220,0,8,"[""'Invalid Nimbla entry: '"", ""'Invalid Nimbla series: '"", ""'Parse a series but allow descending timestamps (boundary bug).'"", ""'entries'"", ""'timestamps'"", ""'token'"", ""'ts'"", ""'values'""]",[]
nimbla_l1_017,LongCat-2.0,distractor,standard,0,False,0.650,0.614,0.520,0.350,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_017,LongCat-2.0,distractor,standard,1,False,0.703,0.694,0.484,0.297,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_017,LongCat-2.0,distractor,standard,2,False,0.702,0.683,0.485,0.298,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_017,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.696,0.652,0.488,0.304,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_032,LongCat-2.0,distractor,standard,2,False,0.550,0.475,0.714,0.450,1,2,"[""'Merge series but first series wins on timestamp conflicts.'""]",['merge_nimbla_series_first_wins']
nimbla_l1_035,LongCat-2.0,distractor,standard,0,False,0.124,0.421,0.885,0.876,1,1,[],['merge_nimbla_series_first_wins']
nimbla_l1_037,LongCat-2.0,distractor,standard,0,False,0.296,0.429,0.925,0.704,1,1,[],['forecast_next_zero']
nimbla_l1_037,LongCat-2.0,distractor,standard,1,False,0.107,0.190,0.932,0.893,1,1,[],['forecast_next_zero']
nimbla_l1_037,LongCat-2.0,distractor,standard,2,False,0.664,0.714,0.841,0.336,1,3,"[""'Always forecast 0.0 regardless of series.'"", '0.0']",['forecast_next_zero']
nimbla_l1_037,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.535,0.409,0.897,0.465,0,1,['0.0'],[]
nimbla_l1_038,LongCat-2.0,distractor,standard,1,False,0.449,0.286,0.749,0.551,0,1,['0.0'],[]
nimbla_l1_039,LongCat-2.0,distractor,standard,0,False,0.205,0.220,0.892,0.795,0,1,['0.0'],[]
nimbla_l1_039,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.369,0.214,0.922,0.631,0,1,['0.0'],[]
nimbla_l1_039,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.369,0.214,0.922,0.631,0,1,['0.0'],[]
nimbla_l1_041,LongCat-2.0,distractor,standard,0,False,0.110,0.241,0.931,0.890,1,1,[],['summarize_nimbla_count_only']
nimbla_l1_041,LongCat-2.0,distractor,standard,1,False,0.110,0.259,0.927,0.890,1,1,[],['summarize_nimbla_count_only']
nimbla_l1_041,LongCat-2.0,distractor,standard,2,False,0.110,0.241,0.931,0.890,1,1,[],['summarize_nimbla_count_only']
nimbla_l1_043,LongCat-2.0,distractor,standard,0,False,0.619,0.561,0.935,0.381,0,1,"[""'Return a summary with only the count (missing statistics).'""]",[]
nimbla_l1_043,LongCat-2.0,distractor,standard,2,False,0.762,0.742,0.925,0.238,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_044,LongCat-2.0,distractor,standard,1,False,0.480,0.523,0.947,0.520,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_044,LongCat-2.0,distractor,standard,2,False,0.762,0.742,0.925,0.238,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_044,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.169,0.742,0.919,0.831,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_045,LongCat-2.0,distractor,standard,0,False,0.169,0.742,0.919,0.831,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_045,LongCat-2.0,distractor,standard,1,False,0.173,0.742,0.922,0.827,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_045,LongCat-2.0,distractor,standard,2,False,0.762,0.742,0.925,0.238,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_045,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.127,0.241,0.932,0.873,1,1,[],['summarize_nimbla_count_only']
nimbla_l1_046,LongCat-2.0,distractor,standard,0,False,0.166,0.742,0.920,0.834,1,2,"[""'Return a summary with only the count (missing statistics).'""]",['summarize_nimbla_count_only']
nimbla_l1_046,LongCat-2.0,distractor,standard,1,False,0.128,0.276,0.938,0.872,1,1,[],['summarize_nimbla_count_only']
nimbla_l1_047,LongCat-2.0,distractor,standard,0,False,0.781,0.741,0.433,0.219,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_047,LongCat-2.0,distractor,standard,1,False,0.763,0.694,0.445,0.237,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_047,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.751,0.729,0.452,0.249,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_047,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.797,0.729,0.423,0.203,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l1_048,LongCat-2.0,distractor,standard,0,False,0.691,0.667,0.434,0.309,1,1,[],['parse_nimbla_series_descending']
nimbla_l2_004,LongCat-2.0,distractor,standard,1,False,0.291,0.246,0.876,0.709,1,3,"[""'Always forecast 0.0 regardless of series.'"", '0.0']",['forecast_next_zero']
nimbla_l2_004,LongCat-2.0,distractor,standard,2,False,0.170,0.183,0.952,0.830,1,2,['0.0'],['forecast_next_zero']
nimbla_l2_004,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.151,0.179,0.929,0.849,0,1,['0.0'],[]
nimbla_l2_006,LongCat-2.0,distractor,standard,2,False,0.689,0.575,0.923,0.311,0,1,"[""'Return a summary with only the count (missing statistics).'""]",[]
nimbla_l2_009,LongCat-2.0,distractor,standard,1,False,0.721,0.717,0.472,0.279,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_009,LongCat-2.0,distractor,standard,2,False,0.781,0.705,0.433,0.219,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_009,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.787,0.717,0.429,0.213,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_010,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.239,0.643,0.818,0.761,1,2,"[""'Merge series but first series wins on timestamp conflicts.'""]",['merge_nimbla_series_first_wins']
nimbla_l2_016,LongCat-2.0,distractor,standard,2,False,0.600,0.528,0.689,0.400,2,4,"[""'Apply inverted min-max scaling: (max - v) / (max - min).'"", ""'Merge series but first series wins on timestamp conflicts.'""]","['merge_nimbla_series_first_wins', 'normalize_nimbla_minmax_inverted']"
nimbla_l2_016,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.180,0.391,0.808,0.820,0,1,"[""'Merge series but first series wins on timestamp conflicts.'""]",[]
nimbla_l2_016,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.273,0.434,0.804,0.727,2,2,[],"['merge_nimbla_series_first_wins', 'normalize_nimbla_minmax_inverted']"
nimbla_l2_017,LongCat-2.0,distractor,standard,1,False,0.502,0.457,0.754,0.498,1,2,['0.0'],['merge_nimbla_series_first_wins']
nimbla_l2_017,LongCat-2.0,distractor,standard,2,False,0.690,0.596,0.643,0.310,1,4,"[""'Always forecast 0.0 regardless of series.'"", ""'Merge series but first series wins on timestamp conflicts.'"", '0.0']",['merge_nimbla_series_first_wins']
nimbla_l2_017,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.428,0.389,0.776,0.572,1,4,"[""'Always forecast 0.0 regardless of series.'"", ""'Merge series but first series wins on timestamp conflicts.'"", '0.0']",['merge_nimbla_series_first_wins']
nimbla_l2_018,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.063,0.590,0.933,0.937,1,1,[],['parse_nimbla_series_descending']
nimbla_l2_019,LongCat-2.0,distractor,standard,0,False,0.127,0.381,0.862,0.873,1,1,[],['summarize_nimbla_count_only']
nimbla_l2_019,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.110,0.262,0.936,0.890,0,1,"[""'Return a summary with only the count (missing statistics).'""]",[]
nimbla_l2_019,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.140,0.390,0.880,0.860,1,1,[],['summarize_nimbla_count_only']
nimbla_l2_022,LongCat-2.0,distractor,standard,0,False,0.783,0.735,0.571,0.217,0,1,"[""'Apply inverted min-max scaling: (max - v) / (max - min).'""]",[]
nimbla_l2_025,LongCat-2.0,distractor,standard,0,False,0.316,0.242,0.717,0.684,0,1,"[""'Always forecast 0.0 regardless of series.'""]",[]
nimbla_l2_025,LongCat-2.0,distractor,standard,1,False,0.570,0.536,0.619,0.430,1,2,"[""'Always forecast 0.0 regardless of series.'""]",['forecast_next_zero']
nimbla_l2_026,LongCat-2.0,distractor,standard,0,False,0.640,0.561,0.934,0.360,0,1,"[""'Return a summary with only the count (missing statistics).'""]",[]
nimbla_l2_027,LongCat-2.0,distractor,standard,0,False,0.683,0.551,0.497,0.317,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_027,LongCat-2.0,distractor,standard,1,False,0.648,0.600,0.460,0.352,1,1,[],['parse_nimbla_series_descending']
nimbla_l2_027,LongCat-2.0,distractor,standard,2,False,0.795,0.741,0.424,0.205,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_027,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.778,0.694,0.435,0.222,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
nimbla_l2_028,LongCat-2.0,distractor,standard,0,False,0.180,0.185,0.887,0.820,0,1,['0.0'],[]
nimbla_l2_028,LongCat-2.0,distractor,standard,1,False,0.266,0.176,0.791,0.734,0,1,['0.0'],[]
nimbla_l2_028,LongCat-2.0,distractor,standard,2,False,0.262,0.262,0.832,0.738,0,1,['0.0'],[]
nimbla_l2_028,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.178,0.190,0.915,0.822,0,1,['0.0'],[]
nimbla_l2_028,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.216,0.208,0.908,0.784,0,1,['0.0'],[]
nimbla_l2_035,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.252,0.643,0.808,0.748,1,2,"[""'Merge series but first series wins on timestamp conflicts.'""]",['merge_nimbla_series_first_wins']
nimbla_l2_035,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.582,0.583,0.725,0.418,1,1,[],['merge_nimbla_series_first_wins']
nimbla_l2_036,LongCat-2.0,distractor,standard,0,False,0.406,0.417,0.857,0.594,0,2,"[""'Always forecast 0.0 regardless of series.'"", '0.0']",[]
nimbla_l2_036,LongCat-2.0,distractor,standard,1,False,0.514,0.625,0.857,0.486,1,3,"[""'Always forecast 0.0 regardless of series.'"", '0.0']",['forecast_next_zero']
nimbla_l2_036,LongCat-2.0,distractor,standard,2,False,0.197,0.218,0.890,0.803,0,1,['0.0'],[]
nimbla_l2_036,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.295,0.316,0.932,0.705,0,1,['0.0'],[]
nimbla_l2_040,LongCat-2.0,distractor,standard,0,False,0.236,0.426,0.760,0.764,1,1,[],['merge_nimbla_series_first_wins']
nimbla_l2_043,LongCat-2.0,distractor,standard,1,False,0.255,0.192,0.815,0.745,1,2,"[""'Apply inverted min-max scaling: (max - v) / (max - min).'""]",['normalize_nimbla_minmax_inverted']
nimbla_l2_045,LongCat-2.0,distractor,standard,1,False,0.605,0.531,0.520,0.395,0,1,"[""'Return timestamps whose values are below the threshold (inverted logic).'""]",[]
nimbla_l2_048,LongCat-2.0,distractor,standard,0,False,0.563,0.483,0.707,0.437,1,2,"[""'Merge series but first series wins on timestamp conflicts.'""]",['merge_nimbla_series_first_wins']
nimbla_l2_048,LongCat-2.0,distractor,standard,1,False,0.518,0.491,0.809,0.482,1,3,"[""'Merge series but first series wins on timestamp conflicts.'"", ""'Return timestamps whose values are below the threshold (inverted logic).'""]",['merge_nimbla_series_first_wins']
nimbla_l2_050,LongCat-2.0,distractor,standard,0,False,0.785,0.705,0.516,0.215,1,2,"[""'Parse a series but allow descending timestamps (boundary bug).'""]",['parse_nimbla_series_descending']
